gene	stage_area	area	celltype_stage	celltype_region	cell_type	individual	gene.score	p_val_adj	diff.pct	enrichment.ratio	pct.1	pct.2	avg_logfc	stage_region	stage	region
NRN1	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.93682	0	0.074	2.27582	0.132	0.058	0.41164	mid_temporal	mid	temporal
MT-ND2	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.92411	0	0.003	1.00305	0.987	0.984	0.9213	mid_temporal	mid	temporal
ACTL6B	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.92236	0	0.071	1.77172	0.163	0.092	0.5206	mid_temporal	mid	temporal
SEZ6L2	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.91319	0	0.081	1.78639	0.184	0.103	0.51119	mid_temporal	mid	temporal
STMN1	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.87902	0	0.002	1.00201	0.999	0.997	0.87726	mid_temporal	mid	temporal
MLLT3	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.85285	0	0.055	1.20992	0.317	0.262	0.70488	mid_temporal	mid	temporal
SCG3	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.84769	0	0.079	1.73147	0.187	0.108	0.48958	mid_temporal	mid	temporal
CAMK2B	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.84335	0	0.072	1.69229	0.176	0.104	0.49835	mid_temporal	mid	temporal
HNRNPH1	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.83357	0	-0.019	0.97801	0.845	0.864	0.85231	mid_temporal	mid	temporal
KLHL35	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.83253	0	0.066	1.92955	0.137	0.071	0.43146	mid_temporal	mid	temporal
RPL34	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.80972	0	0	1	1	1	0.80972	mid_temporal	mid	temporal
PENK	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.79862	0	0.069	1.77526	0.158	0.089	0.44986	mid_temporal	mid	temporal
HN1	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.79016	0	-0.012	0.98718	0.924	0.936	0.80042	mid_temporal	mid	temporal
MT-CO2	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.78227	0	0.004	1.00402	1	0.996	0.77914	mid_temporal	mid	temporal
DLX1	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.76432	0	0.053	1.8281	0.117	0.064	0.4181	mid_temporal	mid	temporal
TMSB10	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.75115	0	0.001	1.001	1	0.999	0.7504	mid_temporal	mid	temporal
MT-ND4L	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.71786	0	-0.08	0.91238	0.833	0.913	0.7868	mid_temporal	mid	temporal
SYT1	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.69717	0	0.051	1.26562	0.243	0.192	0.55085	mid_temporal	mid	temporal
MT-ND3	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.6908	0	0.003	1.00301	1	0.997	0.68873	mid_temporal	mid	temporal
SATB2	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.68667	0	0.062	1.58489	0.168	0.106	0.43326	mid_temporal	mid	temporal
NREP	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.68164	0	-0.078	0.89029	0.633	0.711	0.76563	mid_temporal	mid	temporal
OCIAD2	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.67462	0	-0.007	0.98017	0.346	0.353	0.68827	mid_temporal	mid	temporal
PCSK1N	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.67268	0	-0.089	0.88985	0.719	0.808	0.75595	mid_temporal	mid	temporal
RPL30	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.65933	0	0	1	1	1	0.65933	mid_temporal	mid	temporal
RPS13	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.64045	0	0	1	0.999	0.999	0.64045	mid_temporal	mid	temporal
ATP6V1G2	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.63808	0	0.057	1.59373	0.153	0.096	0.40037	mid_temporal	mid	temporal
EEF1B2	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.63225	0	-0.073	0.92308	0.876	0.949	0.68494	mid_temporal	mid	temporal
GDAP1L1	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.62294	0	0.033	1.1701	0.227	0.194	0.53238	mid_temporal	mid	temporal
RPS24	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.6229	0	0	1	1	1	0.6229	mid_temporal	mid	temporal
MEG3	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.61954	0	0.067	1.38953	0.239	0.172	0.44587	mid_temporal	mid	temporal
BHLHE22	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.61559	0	0.05	1.48542	0.153	0.103	0.41442	mid_temporal	mid	temporal
SHTN1	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.60644	0	0.027	1.1179	0.256	0.229	0.54248	mid_temporal	mid	temporal
C11orf96	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.60441	0	0.076	1.45782	0.242	0.166	0.4146	mid_temporal	mid	temporal
DCX	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.59923	0	-0.072	0.87478	0.503	0.575	0.685	mid_temporal	mid	temporal
RPS4X	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.59492	0	0.001	1.001	0.999	0.998	0.59433	mid_temporal	mid	temporal
SH3BP5	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.59422	0	0.038	1.34861	0.147	0.109	0.44062	mid_temporal	mid	temporal
DLX2	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.59124	0	0.04	1.49381	0.121	0.081	0.3958	mid_temporal	mid	temporal
SPINT2	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.58343	0	0.047	1.85451	0.102	0.055	0.3146	mid_temporal	mid	temporal
PPP3CA	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.5818	0	-0.032	0.91512	0.345	0.377	0.63576	mid_temporal	mid	temporal
TAGLN3	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.5818	0	-0.035	0.92027	0.404	0.439	0.63221	mid_temporal	mid	temporal
LRRC7	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.57931	0	0.042	1.71184	0.101	0.059	0.33842	mid_temporal	mid	temporal
ARPP21	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.577	0	0.041	1.65077	0.104	0.063	0.34954	mid_temporal	mid	temporal
TUBB	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.57548	0	0.007	1.00707	0.997	0.99	0.57144	mid_temporal	mid	temporal
RPLP2	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.57149	0	-0.005	0.99496	0.988	0.993	0.57439	mid_temporal	mid	temporal
RPL32	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.57019	0	0	1	1	1	0.57019	mid_temporal	mid	temporal
RPL24	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.56883	0	-0.004	0.99599	0.993	0.997	0.57112	mid_temporal	mid	temporal
BEX1	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.56562	0	-0.056	0.91591	0.61	0.666	0.61755	mid_temporal	mid	temporal
MT-ND4	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.56171	0	0	1	1	1	0.56172	mid_temporal	mid	temporal
LINGO1	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.55219	0	0.04	1.48779	0.122	0.082	0.37115	mid_temporal	mid	temporal
C12orf57	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.55218	0	-0.098	0.89171	0.807	0.905	0.61924	mid_temporal	mid	temporal
MIR124-2HG	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.54699	0	0.04	1.48191	0.123	0.083	0.36911	mid_temporal	mid	temporal
MT-CO3	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.53624	0	0.001	1.001	1	0.999	0.53571	mid_temporal	mid	temporal
FTH1	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.52843	0	0.001	1.001	1	0.999	0.5279	mid_temporal	mid	temporal
SSTR2	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.52821	0	0.032	1.31067	0.135	0.103	0.40301	mid_temporal	mid	temporal
RPL22	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.5208	0	-0.011	0.98895	0.985	0.996	0.52661	mid_temporal	mid	temporal
RPS21	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.51787	0	-0.025	0.97475	0.965	0.99	0.53129	mid_temporal	mid	temporal
RPL11	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.50919	0	-0.001	0.999	0.999	1	0.5097	mid_temporal	mid	temporal
RPS28	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.49665	0	-0.003	0.997	0.997	1	0.49815	mid_temporal	mid	temporal
PAFAH1B3	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.49596	0	-0.142	0.84134	0.753	0.895	0.58949	mid_temporal	mid	temporal
MT-ATP6	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.49534	0	0.004	1.00402	1	0.996	0.49336	mid_temporal	mid	temporal
GAD2	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.49452	0	0.042	1.69997	0.102	0.06	0.2909	mid_temporal	mid	temporal
RPL37	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.49162	0	0	1	0.999	0.999	0.49162	mid_temporal	mid	temporal
RAB3A	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.48853	0	0.023	1.12777	0.203	0.18	0.43318	mid_temporal	mid	temporal
MT-CO1	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.48685	0	0.001	1.001	1	0.999	0.48636	mid_temporal	mid	temporal
NHSL1	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.48164	0	-0.014	0.93859	0.214	0.228	0.51315	mid_temporal	mid	temporal
RUNX1T1	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.47705	0	0.032	1.26228	0.154	0.122	0.37793	mid_temporal	mid	temporal
FAU	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.47623	0	-0.006	0.99397	0.99	0.996	0.47912	mid_temporal	mid	temporal
ATCAY	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.47133	0	0.031	1.36045	0.117	0.086	0.34645	mid_temporal	mid	temporal
RPL37A	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.46934	0	-0.001	0.999	0.999	1	0.46981	mid_temporal	mid	temporal
NACA	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.46771	0	-0.002	0.99799	0.996	0.998	0.46865	mid_temporal	mid	temporal
MT-CYB	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.46638	0	0.003	1.00301	1	0.997	0.46498	mid_temporal	mid	temporal
RPL10	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.46465	0	0	1	1	1	0.46465	mid_temporal	mid	temporal
RPS12	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.44827	0	0.001	1.001	1	0.999	0.44782	mid_temporal	mid	temporal
FAM57B	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.44808	0	0.008	1.04624	0.181	0.173	0.42828	mid_temporal	mid	temporal
GADD45G	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.44725	0	0.068	1.31336	0.285	0.217	0.34054	mid_temporal	mid	temporal
ELAVL3	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.44168	0	-0.18	0.73799	0.507	0.687	0.59848	mid_temporal	mid	temporal
GPM6A	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.44101	0	-0.082	0.91106	0.84	0.922	0.48406	mid_temporal	mid	temporal
CELF5	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.43689	0	0.005	1.03011	0.171	0.166	0.42412	mid_temporal	mid	temporal
PLS3	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.43055	0	0.01	1.07936	0.136	0.126	0.39889	mid_temporal	mid	temporal
BASP1	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.42714	0	0	1	0.991	0.991	0.42714	mid_temporal	mid	temporal
PTMA	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.42555	0	0.005	1.00504	0.997	0.992	0.42342	mid_temporal	mid	temporal
MT-ND5	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.42495	0	-0.048	0.95046	0.921	0.969	0.4471	mid_temporal	mid	temporal
C1QTNF4	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.42441	0	-0.06	0.84085	0.317	0.377	0.50475	mid_temporal	mid	temporal
KCNQ1OT1	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.42269	0	0.031	1.44284	0.101	0.07	0.29296	mid_temporal	mid	temporal
RBP1	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.42197	0	0.015	1.06355	0.251	0.236	0.39675	mid_temporal	mid	temporal
COX7A2	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.40855	0	-0.167	0.82272	0.775	0.942	0.49658	mid_temporal	mid	temporal
CRMP1	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.40764	0	-0.213	0.73961	0.605	0.818	0.55116	mid_temporal	mid	temporal
RPL36	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.40733	0	-0.006	0.994	0.994	1	0.40979	mid_temporal	mid	temporal
LRRC75A	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.40359	0	-0.096	0.76867	0.319	0.415	0.52505	mid_temporal	mid	temporal
CCNI	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.40317	0	-0.04	0.95943	0.946	0.986	0.42022	mid_temporal	mid	temporal
RPL19	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.39968	0	-0.002	0.998	0.997	0.999	0.40048	mid_temporal	mid	temporal
RPL38	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.39351	0	-0.069	0.9303	0.921	0.99	0.42299	mid_temporal	mid	temporal
RPL12	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.39161	0	-0.001	0.999	0.999	1	0.392	mid_temporal	mid	temporal
RPS11	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.38541	0	-0.056	0.94262	0.92	0.976	0.40887	mid_temporal	mid	temporal
UBA52	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.38323	0	-0.092	0.90583	0.885	0.977	0.42307	mid_temporal	mid	temporal
MT-ND1	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.38051	0	-0.005	0.99495	0.986	0.991	0.38244	mid_temporal	mid	temporal
PLPPR5	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.37878	0	0.026	1.34209	0.102	0.076	0.28223	mid_temporal	mid	temporal
MTRNR2L8	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.37798	0	-0.097	0.74739	0.287	0.384	0.50574	mid_temporal	mid	temporal
RPS8	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.37795	0	0	1	1	1	0.37795	mid_temporal	mid	temporal
FTL	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.37788	0	-0.015	0.98488	0.977	0.992	0.38369	mid_temporal	mid	temporal
ZNF462	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.37405	0	-0.095	0.74868	0.283	0.378	0.49962	mid_temporal	mid	temporal
RPS27A	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.37111	0	0	1	1	1	0.37111	mid_temporal	mid	temporal
CLMP	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.36724	0	0.033	1.42855	0.11	0.077	0.25707	mid_temporal	mid	temporal
ZBTB18	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.36533	0	-0.061	0.79734	0.24	0.301	0.45819	mid_temporal	mid	temporal
RPL18A	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.36527	0	-0.002	0.998	0.997	0.999	0.36601	mid_temporal	mid	temporal
ELAVL4	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.36337	0	-0.023	0.91449	0.246	0.269	0.39734	mid_temporal	mid	temporal
RPL29	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.36243	0	-0.001	0.999	0.999	1	0.36279	mid_temporal	mid	temporal
RPS3A	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.35962	0	0	1	1	1	0.35962	mid_temporal	mid	temporal
KIF5A	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.35199	0	-0.09	0.73913	0.255	0.345	0.47623	mid_temporal	mid	temporal
SET	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.34874	0	-0.098	0.89651	0.849	0.947	0.389	mid_temporal	mid	temporal
ABRACL	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.34653	0	-0.08	0.75535	0.247	0.327	0.45877	mid_temporal	mid	temporal
SCG5	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.34191	0	-0.177	0.71078	0.435	0.612	0.48103	mid_temporal	mid	temporal
EIF1B	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.33664	0	-0.203	0.76061	0.645	0.848	0.4426	mid_temporal	mid	temporal
MDM4	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.3363	0	-0.202	0.62243	0.333	0.535	0.5403	mid_temporal	mid	temporal
RPL14	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.33625	0	-0.01	0.98996	0.986	0.996	0.33967	mid_temporal	mid	temporal
RPS27	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.33609	0	0.001	1.001	0.999	0.998	0.33575	mid_temporal	mid	temporal
ELAVL2	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.33444	0	0.006	1.03999	0.156	0.15	0.32157	mid_temporal	mid	temporal
PPP1R17	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.3338	0	0.01	1.08129	0.133	0.123	0.30871	mid_temporal	mid	temporal
RPL35A	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.33295	0	-0.004	0.99599	0.995	0.999	0.33429	mid_temporal	mid	temporal
MIF	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.33132	0	-0.15	0.83352	0.751	0.901	0.3975	mid_temporal	mid	temporal
ATP5L	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.33022	0	-0.176	0.81454	0.773	0.949	0.4054	mid_temporal	mid	temporal
RPL23	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.32876	0	-0.122	0.87423	0.848	0.97	0.37606	mid_temporal	mid	temporal
COMMD6	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.32123	0	-0.161	0.83212	0.798	0.959	0.38604	mid_temporal	mid	temporal
RPS15	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.32084	0	0	1	0.999	0.999	0.32084	mid_temporal	mid	temporal
CDKN2D	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.31839	0	-0.052	0.8074	0.218	0.27	0.39434	mid_temporal	mid	temporal
PTPRS	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.31314	0	-0.188	0.73743	0.528	0.716	0.42464	mid_temporal	mid	temporal
GNAI1	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.31091	0	-0.08	0.68127	0.171	0.251	0.45637	mid_temporal	mid	temporal
RPL26	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.30783	0	-0.005	0.99499	0.993	0.998	0.30938	mid_temporal	mid	temporal
RPL21	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.30528	0	-0.013	0.98697	0.985	0.998	0.30931	mid_temporal	mid	temporal
RPL31	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.30234	0	-0.219	0.75881	0.689	0.908	0.39844	mid_temporal	mid	temporal
RBFOX1	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.29935	0	0.011	1.11457	0.107	0.096	0.26858	mid_temporal	mid	temporal
COTL1	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.29814	0	-0.127	0.69834	0.294	0.421	0.42693	mid_temporal	mid	temporal
ADCY1	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.2956	0	-0.008	0.92232	0.095	0.103	0.3205	mid_temporal	mid	temporal
CDC42	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.29017	0	-0.19	0.79144	0.721	0.911	0.36664	mid_temporal	mid	temporal
RPLP1	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.28736	0	0.001	1.001	1	0.999	0.28707	mid_temporal	mid	temporal
C9orf16	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.28717	0	-0.194	0.66609	0.387	0.581	0.43112	mid_temporal	mid	temporal
ATP5E	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.28544	0	-0.084	0.91411	0.894	0.978	0.31226	mid_temporal	mid	temporal
SEPT5	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.2838	0	-0.016	0.89403	0.135	0.151	0.31744	mid_temporal	mid	temporal
IRF2BPL	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.28327	0	-0.189	0.66958	0.383	0.572	0.42306	mid_temporal	mid	temporal
SEC61G	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.28128	0	-0.247	0.72586	0.654	0.901	0.38752	mid_temporal	mid	temporal
TMSB15A	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.28063	0	-0.211	0.70198	0.497	0.708	0.39977	mid_temporal	mid	temporal
RBFOX2	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.27978	0	-0.117	0.675	0.243	0.36	0.41449	mid_temporal	mid	temporal
PCDHGA10	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.27945	0	-0.039	0.75925	0.123	0.162	0.36806	mid_temporal	mid	temporal
BZW2	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.27202	0	-0.062	0.72321	0.162	0.224	0.37613	mid_temporal	mid	temporal
C4orf48	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.27157	0	-0.161	0.8217	0.742	0.903	0.3305	mid_temporal	mid	temporal
HDAC2	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.26976	0	-0.256	0.65027	0.476	0.732	0.41485	mid_temporal	mid	temporal
RPL6	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.26919	0	-0.001	0.999	0.999	1	0.26946	mid_temporal	mid	temporal
RNF165	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.26839	0	-0.031	0.8402	0.163	0.194	0.31943	mid_temporal	mid	temporal
PFDN2	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.26666	0	-0.278	0.64855	0.513	0.791	0.41117	mid_temporal	mid	temporal
NBEA	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.26319	0	-0.035	0.77987	0.124	0.159	0.33748	mid_temporal	mid	temporal
TUBA1A	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.26286	0	0	1	1	1	0.26286	mid_temporal	mid	temporal
DDAH2	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.26248	0	-0.216	0.75566	0.668	0.884	0.34735	mid_temporal	mid	temporal
RAB33A	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.26006	0	-0.019	0.85714	0.114	0.133	0.3034	mid_temporal	mid	temporal
RPL18	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.2586	0	-0.005	0.99498	0.992	0.997	0.25991	mid_temporal	mid	temporal
RPS18	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.25781	0	-0.006	0.994	0.994	1	0.25936	mid_temporal	mid	temporal
RPS15A	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.25643	0	-0.001	0.999	0.999	1	0.25669	mid_temporal	mid	temporal
MARCKSL1	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.25373	1e-5	-0.004	0.99598	0.991	0.995	0.25475	mid_temporal	mid	temporal
PDE4DIP	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.25281	0	-0.148	0.61155	0.233	0.381	0.41339	mid_temporal	mid	temporal
NME2	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.25087	0	-0.042	0.77173	0.142	0.184	0.32507	mid_temporal	mid	temporal
RTN1	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.25043	0	-0.017	0.98199	0.927	0.944	0.25502	mid_temporal	mid	temporal
AP000769.1	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.24993	0	-0.022	0.82257	0.102	0.124	0.30384	mid_temporal	mid	temporal
BCL11A	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.2498	0	-0.21	0.63222	0.361	0.571	0.39512	mid_temporal	mid	temporal
MIAT	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.24953	0	-0.025	0.85632	0.149	0.174	0.29139	mid_temporal	mid	temporal
NDUFB11	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.24756	0	-0.251	0.72835	0.673	0.924	0.33988	mid_temporal	mid	temporal
DPF1	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.24719	0	-0.059	0.70202	0.139	0.198	0.35212	mid_temporal	mid	temporal
PLK2	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.24651	0	-0.025	0.82758	0.12	0.145	0.29787	mid_temporal	mid	temporal
YWHAG	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.24414	0	-0.125	0.63127	0.214	0.339	0.38674	mid_temporal	mid	temporal
PAK7	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.2441	0	-0.007	0.93268	0.097	0.104	0.26172	mid_temporal	mid	temporal
BEX2	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.24395	0	-0.215	0.64696	0.394	0.609	0.37707	mid_temporal	mid	temporal
AC004158.3	mid_temporal	temporal	rg_mid	rg_temporal	rg	gw19_2	0.24368	0	-0.005	0.95901	0.117	0.122	0.2541	mid_temporal	mid	temporal
