cl.from	cl.to	Freq	cl.from.total	cl.to.total	odds	pval.log	frac	cl.from.label	cl.to.label
26	45	1	780	376807	0.013331384433832107	-5.557371550025291e-35	0.001282051282051282	ipc_8	neuron_9
28	45	3275	236376	376807	0.1440714012261148	-0	0.013855044505364334	neuron_1	neuron_9
30	45	491	15376	376807	0.3320534346038645	-3.4603834776059083e-212	0.031932882414151924	neuron_11	neuron_9
31	45	32	6207	376807	0.05360904711913152	-5.2505072943317944e-220	0.005155469631061705	neuron_12	neuron_9
32	45	80	103804	376807	0.008013933843311657	-0	7.706832106662557e-4	neuron_13	neuron_9
33	45	35	643	376807	0.5660136781393724	-4.086853238246757e-5	0.05443234836702955	neuron_14	neuron_9
34	45	6803	65078	376807	1.0870164798644804	-28.88454007067306	0.10453609514736163	neuron_15	neuron_9
35	45	96	915	376807	1.0909880507162275	-1.6160483092799294	0.10491803278688525	neuron_16	neuron_9
37	45	13	270	376807	0.5006675487372502	-0.001217772072972321	0.04814814814814815	neuron_18	neuron_9
38	45	290	5930	376807	0.5085259964473562	-4.1326887288982205e-42	0.048903878583473864	neuron_2	neuron_9
39	45	2316	24003	376807	1.003327890348249	-0.8296107321648711	0.09648793900762405	neuron_3	neuron_9
40	45	713	35994	376807	0.20598200086212667	-0	0.01980885703172751	neuron_4	neuron_9
41	45	2759	85227	376807	0.3366234400987406	-0	0.032372370258251494	neuron_5	neuron_9
42	45	41895	448274	376807	0.9718259673039457	-2.605101340684601e-11	0.09345846513516287	neuron_6	neuron_9
43	45	6836	171309	376807	0.4149461400857369	-0	0.039904500055455344	neuron_7	neuron_9
44	45	11131	501093	376807	0.23098602316082728	-0	0.022213441417062302	neuron_8	neuron_9
45	45	253592	377351	376807	6.98811267029528	-466850.5231248971	0.6720321398379758	neuron_9	neuron_9
46	45	20	1215	376807	0.17116839273068382	-4.811814482877743e-31	0.01646090534979424	opc_1	neuron_9
48	45	1	451	376807	0.023056496360064398	-1.564526688713453e-20	0.0022172949002217295	opc_11	neuron_9
49	45	10	375	376807	0.27729279622370784	-2.8128801000428767e-8	0.02666666666666667	opc_12	neuron_9
53	45	81	11970	376807	0.07036565317706871	-0	0.006766917293233083	opc_3	neuron_9
54	45	4	838	376807	0.049634748727394	-1.9199331722305623e-32	0.00477326968973747	opc_4	neuron_9
55	45	52	770	376807	0.7022350034236756	-0.0019666386625177084	0.06753246753246753	opc_5	neuron_9
57	45	1	6913	376807	0.0015041920813523859	-1.4209435385212324e-304	1.4465499783017504e-4	opc_7	neuron_9
58	45	9	2775	376807	0.033724799540721224	-1.8384502542128745e-107	0.003243243243243243	opc_8	neuron_9
59	45	450	87557	376807	0.05344308206397055	-0	0.005139509119773405	opc_9	neuron_9
61	45	211	139657	376807	0.015710485332780227	-0	0.0015108444259865242	rg_10	neuron_9
64	45	1	39779	376807	2.6140626607981703e-4	-0	2.513889238040172e-5	rg_13	neuron_9
69	45	1	598	376807	0.0173887623049984	-5.474887028852898e-27	0.0016722408026755853	rg_18	neuron_9
71	45	886	15790	376807	0.5834739173231597	-3.9998982158713055e-76	0.05611146295123496	rg_3	neuron_9
73	45	1	1574	376807	0.006606403976104856	-7.371072206794167e-70	6.353240152477764e-4	rg_5	neuron_9
74	45	1	13438	376807	7.738115685659356e-4	-0	7.44158356898348e-5	rg_6	neuron_9
76	45	252	99557	376807	0.026320770255371682	-0	0.002531213274807397	rg_8	neuron_9
1	46	2	4201	1091	1.7097845194642889	-1.1194779175471354	4.7607712449416806e-4	cr_1	opc_1
10	46	4	82554	1091	0.17401469986359175	-1.989760611197387e-7	4.8453133706422465e-5	dividing_6	opc_1
21	46	1	330305	1091	0.01087298824763397	-1.848473408748295e-42	3.027504881851622e-6	ipc_3	opc_1
28	46	2	236376	1091	0.030387199911452417	-2.316584296122555e-28	8.461095881138525e-6	neuron_1	opc_1
46	46	346	1215	1091	1022.7368103412507	-2172.053119139717	0.2847736625514403	opc_1	opc_1
48	46	106	451	1091	844.0990080094952	-630.2989292273041	0.23503325942350334	opc_11	opc_1
49	46	25	375	1091	239.42682554231592	-115.67447200836341	0.06666666666666667	opc_12	opc_1
50	46	2	165	1091	43.5321500986029	-6.890996581697047	0.012121212121212121	opc_13	opc_1
53	46	132	11970	1091	39.6044373077515	-368.8480404860293	0.011027568922305764	opc_3	opc_1
54	46	3	838	1091	12.857049104300975	-6.336841813723032	0.003579952267303103	opc_4	opc_1
55	46	2	770	1091	9.328317878272049	-3.916227068399055	0.0025974025974025974	opc_5	opc_1
57	46	15	6913	1091	7.792714559094616	-19.95919590492363	0.0021698249674526253	opc_7	opc_1
58	46	56	2775	1091	72.47514719118752	-189.49505150765822	0.02018018018018018	opc_8	opc_1
59	46	375	87557	1091	15.381704417414108	-743.9106302943337	0.004282924266477838	opc_9	opc_1
61	46	3	139657	1091	0.07714763419953326	-5.401873363540146e-15	2.1481200369476646e-5	rg_10	opc_1
62	46	5	162981	1091	0.11017856017372389	-1.673274769522311e-15	3.0678422638221634e-5	rg_11	opc_1
64	46	1	39779	1091	0.09028387800434245	-1.4602293982339264e-5	2.513889238040172e-5	rg_13	opc_1
69	46	10	598	1091	60.056896039042456	-33.295907179853295	0.016722408026755852	rg_18	opc_1
70	46	1	240	1091	14.964176596394745	-2.738722051122298	0.004166666666666667	rg_2	opc_1
5	47	8	870	395	91.21420049468936	-30.254018267776544	0.009195402298850575	dividing_12	opc_10
6	47	4	10953	395	3.622585338737321	-3.655539889152289	3.6519674974892725e-4	dividing_2	opc_10
7	47	1	10493	395	0.945348737615312	-0.42572545093892294	9.530162965786715e-5	dividing_3	opc_10
8	47	1	11621	395	0.853587841304317	-0.37010262837148145	8.605111436193098e-5	dividing_4	opc_10
9	47	2	32297	395	0.6142703225561178	-0.17777017031856382	6.19252562157476e-5	dividing_5	opc_10
10	47	77	82554	395	9.252185374329592	-112.05316578083699	9.327228238486324e-4	dividing_6	opc_10
12	47	22	212799	395	1.0255216175054596	-0.7286230037901155	1.0338394447342328e-4	dividing_8	opc_10
13	47	35	113433	395	3.060697069044382	-18.633098468384674	3.0855218499025854e-4	dividing_9	opc_10
47	47	156	706	395	2191.853982142217	-1101.717002519311	0.22096317280453256	opc_10	opc_10
56	47	5	420	395	118.08981314044604	-20.681243712321084	0.011904761904761904	opc_6	opc_10
57	47	68	6913	395	97.57399286246606	-253.53186122044917	0.009836539852451903	opc_7	opc_10
58	47	2	2775	395	7.149221119854032	-3.4270563942692247	7.207207207207207e-4	opc_8	opc_10
59	47	8	87557	395	0.9063393495709052	-0.41863250620690484	9.136905101819386e-5	opc_9	opc_10
71	47	2	15790	395	1.2564337306899895	-0.7490507894519794	1.266624445851805e-4	rg_3	opc_10
76	47	1	99557	395	0.09963683421354066	-3.8430615978286644e-5	1.0044497122251574e-5	rg_8	opc_10
77	47	3	81059	395	0.36712311910327544	-0.011492109294572794	3.70100790782023e-5	rg_9	opc_10
10	48	4	82554	402	0.4722637750029319	-0.029963477392129297	4.8453133706422465e-5	dividing_6	opc_11
46	48	80	1215	402	641.765657310157	-451.4367926379699	0.06584362139917696	opc_1	opc_11
48	48	115	451	402	2485.3300018753243	-821.4737949638721	0.2549889135254989	opc_11	opc_11
49	48	10	375	402	259.9150912106136	-47.94915447854318	0.02666666666666667	opc_12	opc_11
50	48	1	165	402	59.07161163877581	-4.087131205816294	0.006060606060606061	opc_13	opc_11
53	48	55	11970	402	44.78486847300673	-162.06194453249023	0.004594820384294068	opc_3	opc_11
55	48	4	770	402	50.632809976093554	-13.416219780321356	0.005194805194805195	opc_5	opc_11
57	48	15	6913	402	21.148884537244346	-33.97036076011508	0.0021698249674526253	opc_7	opc_11
58	48	23	2775	402	80.78442024113666	-81.48927758342626	0.008288288288288289	opc_8	opc_11
59	48	92	87557	402	10.241409192601585	-143.48708424150146	0.0010507440867092294	opc_9	opc_11
62	48	1	162981	402	0.059803387636583466	-3.821342798772428e-8	6.135684527644327e-6	rg_11	opc_11
69	48	2	598	402	32.59804655651509	-6.319984974848993	0.0033444816053511705	rg_18	opc_11
12	49	1	212799	274	0.06719990692014874	-2.2642121164904607e-7	4.699270203337422e-6	dividing_8	opc_12
46	49	20	1215	274	235.39214802799557	-92.5874776799511	0.01646090534979424	opc_1	opc_12
48	49	14	451	274	443.9047048731934	-74.15152676078202	0.031042128603104215	opc_11	opc_12
49	49	45	375	274	1716.0087591240876	-299.5692354027889	0.12	opc_12	opc_12
50	49	6	165	274	520.0026542800265	-33.50806607786063	0.03636363636363636	opc_13	opc_12
53	49	38	11970	274	45.39705711968486	-113.17816572645877	0.0031746031746031746	opc_3	opc_12
55	49	4	770	274	74.28609346857522	-14.936560353473837	0.005194805194805195	opc_5	opc_12
57	49	4	6913	274	8.274308110921876	-6.4864065417826975	5.786199913207002e-4	opc_7	opc_12
58	49	38	2775	274	195.8208193595055	-168.37998200828716	0.013693693693693694	opc_8	opc_12
59	49	94	87557	274	15.352363161299138	-188.15837281132755	0.0010735863494637779	opc_9	opc_12
61	49	4	139657	274	0.40957697767246126	-0.011264208204092052	2.8641600492635528e-5	rg_10	opc_12
62	49	4	162981	274	0.3509629464219935	-0.003176391952405309	2.4542738110577307e-5	rg_11	opc_12
69	49	2	598	274	47.82633107926665	-7.074872456387353	0.0033444816053511705	rg_18	opc_12
46	50	2	1215	112	57.5870076425632	-7.445911675072514	0.0016460905349794238	opc_1	opc_13
49	50	6	375	112	559.7457142857143	-33.97851521008299	0.016	opc_12	opc_13
50	50	31	165	112	6572.771645021645	-251.7527392145523	0.18787878787878787	opc_13	opc_13
53	50	4	11970	112	11.690595536460197	-7.785368440274707	3.341687552213868e-4	opc_3	opc_13
57	50	1	6913	112	5.060625942840611	-1.7178545003007155	1.4465499783017504e-4	opc_7	opc_13
58	50	20	2775	112	252.13770913770912	-94.95514403387172	0.007207207207207207	opc_8	opc_13
59	50	48	87557	112	19.178788022170046	-109.97218796670684	5.482143061091632e-4	opc_9	opc_13
51	51	36	270	87	6004.934865900383	-290.86627125234367	0.13333333333333333	opc_14	opc_14
59	51	23	87557	87	11.83059337766045	-40.89957175248747	2.6268602167730734e-4	opc_9	opc_14
61	51	5	139657	87	1.6124151132507814	-1.6139665294818217	3.580200061579441e-5	rg_10	opc_14
77	51	23	81059	87	12.77897906916957	-42.569794922847976	2.837439395995509e-4	rg_9	opc_14
1	52	2	4201	206	9.055218013279315	-3.863104301829192	4.7607712449416806e-4	cr_1	opc_2
5	52	2	870	206	43.725253877915414	-6.898794701507184	0.0022988505747126436	dividing_12	opc_2
6	52	5	10953	206	8.682774325250254	-8.062164920639454	4.5649593718615904e-4	dividing_2	opc_2
52	52	37	256	206	2749.054535800971	-264.91689434614966	0.14453125	opc_2	opc_2
53	52	55	11970	206	87.39571420460537	-202.31897325327998	0.004594820384294068	opc_3	opc_2
58	52	34	2775	206	233.04378553310593	-157.23026423156105	0.012252252252252252	opc_8	opc_2
59	52	63	87557	206	13.68583417116018	-118.63973379015192	7.195312767682766e-4	opc_9	opc_2
61	52	5	139657	206	0.6809714313243591	-0.14995157477008444	3.580200061579441e-5	rg_10	opc_2
71	52	2	15790	206	2.409181182633718	-1.599683916614906	1.266624445851805e-4	rg_3	opc_2
76	52	1	99557	206	0.19105121123470178	-0.004994147009716385	1.0044497122251574e-5	rg_8	opc_2
1	53	23	4201	12202	1.7580569966774873	-4.822766584241698	0.005474886931682933	cr_1	opc_3
2	53	1	1816	12202	0.17682430193071547	-0.003469532335095758	5.506607929515419e-4	dividing_1	opc_3
4	53	1	467	12202	0.6876079920903198	-0.2652817981839136	0.0021413276231263384	dividing_11	opc_3
5	53	14	870	12202	5.1673345428580575	-13.823805471390362	0.016091954022988506	dividing_12	opc_3
6	53	20	10953	12202	0.5863469959028198	-0.003491727270602571	0.0018259837487446362	dividing_2	opc_3
8	53	5	11621	12202	0.1381606283048702	-1.4071578663884818e-11	4.3025557180965496e-4	dividing_4	opc_3
9	53	1	32297	12202	0.009942500303625083	-1.173956895636216e-44	3.09626281078738e-5	dividing_5	opc_3
10	53	7	82554	12202	0.027228123726812214	-4.506412656246972e-102	8.479298398623932e-5	dividing_6	opc_3
12	53	58	212799	12202	0.08752179321217864	-1.8146839296512603e-211	2.7255767179357047e-4	dividing_8	opc_3
17	53	6	690	12202	2.79228636787982	-3.8012770353178182	0.008695652173913044	ipc_12	opc_3
18	53	1	194	12202	1.6552213005473162	-0.7896940241577854	0.005154639175257732	ipc_13	opc_3
