item1	item2	n	n_norm	genes
neuron_msp_early	neuron_temporal_late	48	0.1308	LMO3;MARCKS;PCDH17;LMO4;SET;GPM6A;ENC1;ATP5I;MIF;TNRC6B;DCX;USMG5;CAMK2N1;NNAT;SLIRP;YWHAG;SEC61G;MEG3;C4orf48;PTPRZ1;KTN1;CALM1;ARPP21;BCL7A;AAK1;CCDC112;RTN4;MT-ND2;MEF2C;BHLHE22;HP1BP3;SYT1;CBX1;ARGLU1;ANK3;AP2B1;AKAP9;BASP1;RTF1;AKT3;KIFAP3;ID4;CADM1;TCF4;MT-ND1;NR2F1;SNAP25;CALY
neuron_msp_early	neuron_msp_early_unique	39	0.1063	ENAH;LINC00643;TCEAL2;DUSP14;PLCB1;DPY19L1;PREX1;ST8SIA1;CUX2;WDFY3;UNC5A;CTD-2129N1.1;UPP1;TRNP1;GALNT13;SAMD12;ZNF182;TMEM191C;WNT7A;SNCG;MMP28;RQCD1;ZBTB48;ZFP28;TMEM191B;FBXO38;GPR37;KIFC3;LRRC16A;MINK1;SPIDR;ZNF264;PRPS2;UHRF2;RAP1GAP;NCOA5;MACROD2;TVP23B;CCNG2
neuron_msp_early	neuron_temporal_early	27	0.0736	LMO3;MAP1B;BEX5;USMG5;SATB2;TBCB;PHPT1;MEG3;RPS2;YBX1;PCSK1N;TUBB2A;LY6H;STMN2;RAC3;CALM1;ARPP21;SCD5;WASF1;MEF2C;RPRM;ATP2B1;NR2F1;DAAM1;CSAD;NEFM;GAP43
neuron_msp_early	neuron_v1_late	12	0.0327	SOX11;AC090498.1;NFIX;MEF2C;BHLHE22;HSPA1A;TSC22D1;TCF4;NR2F1;BCL11A;NEFM;TSTD1
neuron_msp_late	neuron_msp_late_all	523	1	RPS29;ATP5I;ATP5E;NDUFB1;RPS27;CALM2;USMG5;RPL41;AC090498.1;AP2B1;MT-ND3;ATP5J2;RPL38;NDUFA4;GAP43;YWHAE;UQCR11;RPS21;RPL36;MORF4L1;BEX5;RPS28;COX7A2;C14orf2;UQCRQ;SLIRP;RPL39;DYNC1I2;PEG10;UBL5;COX6C;POLR2L;TMA7;MYEOV2;BEX2;BEX1;COX7C;TCEB2;PET100;SLN;RPL36A;ATPIF1;UQCR10;SEC62;NDUFA3;MEF2C;NDUFB2;TMEM258;NDUFA1;ATOX1;OST4;NDUFC1;CELF4;PRPF4B;COX17;CFDP1;ROMO1;CD47;FABP3;TCEAL4;METAP2;SARS;EIF5B;FRG1;ST13;PFDN1;THOC7;LLNLR-245B6.1;DDX1;RPL17;RPS13;ZBTB18;FABP7;ID2;NME2;NEFL;CAPZA2;BCL11A;MT-ATP8;TMEM161B-AS1;TSTD1;NBEAL1;NEFM;ACTB;RPL7;RPL3;TBCB;PPDPF;NNAT;EXOC6;HMGN2;ENC1;FKBP1A;EIF3E;EEF1D;PIN1;GPX1;TMED2;MSMO1;AURKAIP1;VCAN;BASP1;MALAT1;HIST1H4C;RPL37A;MEIS2;RPL37;NFIX;GPM6A;SOX4;POU3F2;HSP90AA1;PALMD;DPYSL2;NFIA;MAP2;H1FX;CEP170;MT-ND4L;EEF1A1;CCNI;PKIA;LRRTM2;RPLP2;AC004158.3;SCG2;PBX1;TMSB10;HNRNPD;MT-ND1;CACNA2D1;MT-ND2;SFPQ;SEMA3C;CPE;RPL35A;FNBP1L;CCND2;PLPPR3;ANK3;NEUROD2;MAPT;AKAP9;KTN1;SRM;NFIB;GNAL;TTC3;MACF1;SOX5;SRRM2;NCL;RTN4;SYNE2;MAPK6;POU3F3;CHL1;PCDH17;RBFOX2;AMER2;SPAG9;AFF3;MT-ND6;MYEF2;NETO2;TTC37;KCNJ6;HNRNPU;BCLAF1;FZD3;PAFAH1B1;KIF2A;CBX1;PRKDC;ATF7IP;KDM1A;KIF21A;UQCRB;ELAVL4;TNIK;NCAM1;SET;NLRP1;HP1BP3;SYT1;RBFOX1;RBM39;SHTN1;BDP1;CBX3;KHDRBS1;TRIM2;LIMCH1;TMOD2;G3BP2;ELAVL3;BPTF;SCG3;ERC1;TOP2B;PAK2;DNM1L;YWHAZ;ITSN1;APC;CLMP;KIDINS220;KIFAP3;AUTS2;LUC7L3;GOLGB1;ATP8A2;BAZ1B;ARL8A;BCL7A;ZRANB2;PTPRZ1;HSP90B1;LMO3;SMC3;TAOK1;DDX17;CTCF;SPEN;KIF5C;PRKAR2B;PPP4R2;AAK1;XRCC5;EIF4B;NUCKS1;PHF14;OSBPL8;ZEB2;ZNF33A;GABPB1-AS1;HSPA1A;MEG3;CCDC112;HECTD1;CEBPZ;MAP6;DHX36;CNIH2;SH3GLB1;LINC00657;EIF3J;ZNF91;CAMSAP2;ARGLU1;RBM25;DEK;SOBP;SEPT11;R3HDM2;SCD5;RAD50;TCAF1;EIF2AK2;SF3B1;RPAP2;RPS26;KMT2A;KIAA1107;NSA2;VSTM2L;LZIC;FAM172A;KCNQ1OT1;SSTR2;ZNF770;ATRX;EPHA5;SPOCK1;MYCBP2;DDX46;FUS;SPTAN1;WHSC1L1;CCSER2;STRBP;CELF1;SLC38A1;PREPL;ZCCHC11;KAT6B;LARS;NUDT3;PTPRA;INA;SEPT3;TRA2B;EPM2AIP1;KMT2E;FYN;NRXN1;PPP1R9A;CFAP97;TTLL7;RSF1;RABEP1;UBE3A;KLHL23;UBE2K;XPR1;CHD4;EXOC5;STXBP1;CLCN3;HNRNPAB;GNAO1;NASP;CCP110;CBX5;PRPF40A;HNRNPA3;SH3BP5;KMT5B;MEX3A;CHD3;FRMD4B;EPC1;MAP4K4;PRRC2B;SNRNP27;ILF3;PLXNA4;MLLT3;KIF1B;PPFIA2;MZT2B;SCAPER;BTG1;SMARCA5;SYP;GNPTAB;ZKSCAN1;SUPT16H;COX20;CDC42EP3;GTF2I;PTPRD;RUFY2;B3GALT2;LINC01102;YTHDC1;MPHOSPH10;SEC63;EPRS;BAZ2B;RPL34;RPL26;RPS18;RPS19;RPL21;RPLP1;RPS15;RPS14;RPL32;RPL23A;RPS15A;RPL31;RPS17;RPL27A;RPS24;RPL24;RPL35;RPS23;RPL30;FAU;RPS25;RPL23;RPS12;RPL28;RPL27;RPS8;RPS20;RPS27A;RPL12;DOK5;SOX11;ETFB;RPS11;RPS16;UBA52;HNRNPH1;TOMM7;NDUFAF2;COMMD6;RPS10;SEC61G;MIF;COX6A1;RNF182;ZFAS1;PTPRS;COX6B1;NDUFB4;PTN;ATP5L;NDUFC2;C4orf48;NDUFA11;TNRC6B;NDUFA13;LSM7;CNN3;SNRPE;NHSL1;PPP3CA;COX8A;FAM13A;SNRPD2;BHLHE22;GPR22;ZBTB20;FJX1;PPP1R14B;PTMA;CUX1;MAP2K2;FMNL2;YPEL3;PLXNA2;HES6;RBMX;RALBP1;MXI1;CTXN1;MIAT;PRSS12;TCF4;CADM2;NTM;CAMK2N1;TRIM24;PTP4A2;NRIP1;SPIRE1;UBE2S;BRI3;MARCKS;ARL4C;FOS;PNRC1;FAM107B;PNISR;SAT1;EZR;RASL10A;SETBP1;PAK7;POLR2J3;SMARCC1;SON;ANKRD11;SRSF9;CTTNBP2;EIF1B;SRGAP3;SLA;MTF2;COL9A2;SF1;RBPJ;AFF4;LINC01122;CSNK1E;PCBP2;SEZ6L2;DCX;FRMD4A;JPH4;PCM1;UBTF;SNRPF;RSRC2;RBBP4;RHOBTB3;APP;FXR1;SHOC2;CDH11;UBE2H;GPC2;PNN;TDG;NSD1;KLHL35;MUM1;DDX24;GOLM1;MARK3;SYT11;PBRM1;TTC28;GSK3B;RTF1;WSB1;SMARCD3;ZNF608;DDX18;DACT1;FAM133B;ZNF704;TAF1D;SRRM1;DDX6;TRIM44;NOVA1;PPP2R2B;RHOB;TPR;TLE4;PRRC2C;FOXG1;ATP6V0A1;FUBP1;DAB1;NREP;PRPF38B;RERE;ODC1
neuron_msp_late	neuron_msp_late_shared	491	0.9388	
neuron_msp_late	neuron_msp_mid	295	0.5641	RPS29;ATP5I;ATP5E;NDUFB1;RPS27;CALM2;USMG5;RPL41;AC090498.1;AP2B1;MT-ND3;ATP5J2;RPL38;NDUFA4;UQCR11;RPS21;RPL36;RPS28;SLIRP;RPL39;DYNC1I2;PEG10;UBL5;COX6C;MYEOV2;BEX2;COX7C;PET100;SLN;RPL36A;ATPIF1;UQCR10;SEC62;NDUFA3;MEF2C;NDUFB2;TMEM258;NDUFA1;ATOX1;CELF4;PRPF4B;COX17;ROMO1;TCEAL4;METAP2;EIF5B;FRG1;ST13;RPL17;ZBTB18;ID2;NEFL;MT-ATP8;TMEM161B-AS1;NEFM;ACTB;TBCB;PPDPF;NNAT;EXOC6;ENC1;FKBP1A;GPX1;VCAN;BASP1;MALAT1;HIST1H4C;RPL37A;MEIS2;RPL37;NFIX;GPM6A;SOX4;POU3F2;HSP90AA1;PALMD;DPYSL2;NFIA;MAP2;CEP170;MT-ND4L;EEF1A1;CCNI;PKIA;LRRTM2;RPLP2;AC004158.3;SCG2;PBX1;HNRNPD;CACNA2D1;SFPQ;SEMA3C;CPE;RPL35A;FNBP1L;ANK3;NEUROD2;MAPT;KTN1;SRM;NFIB;GNAL;MACF1;SOX5;SRRM2;NCL;RTN4;SYNE2;MAPK6;POU3F3;CHL1;PCDH17;RBFOX2;SPAG9;AFF3;MT-ND6;MYEF2;NETO2;TTC37;KCNJ6;HNRNPU;FZD3;KIF2A;CBX1;PRKDC;ATF7IP;KDM1A;KIF21A;UQCRB;ELAVL4;TNIK;NCAM1;NLRP1;HP1BP3;SYT1;RBFOX1;RBM39;SHTN1;BDP1;CBX3;TRIM2;LIMCH1;ELAVL3;BPTF;SCG3;ERC1;TOP2B;PAK2;APC;CLMP;KIDINS220;KIFAP3;AUTS2;LUC7L3;ATP8A2;BCL7A;ZRANB2;PTPRZ1;HSP90B1;LMO3;DDX17;AAK1;EIF4B;PHF14;ZEB2;HSPA1A;MEG3;CEBPZ;LINC00657;EIF3J;ARGLU1;SOBP;R3HDM2;SCD5;RPAP2;RPS26;NSA2;VSTM2L;KCNQ1OT1;SSTR2;SPOCK1;MYCBP2;DDX46;FUS;SPTAN1;WHSC1L1;CELF1;PREPL;ZCCHC11;KAT6B;LARS;PTPRA;INA;TRA2B;KMT2E;NRXN1;CFAP97;KLHL23;HNRNPAB;CBX5;SH3BP5;CHD3;FRMD4B;ILF3;MLLT3;KIF1B;PPFIA2;MZT2B;BTG1;CDC42EP3;PTPRD;B3GALT2;LINC01102;YTHDC1;RPL34;RPL21;RPS15A;RPL31;RPL35;RPS23;RPL30;FAU;RPS25;RPL23;RPS12;RPL27;RPS8;RPS20;DOK5;SOX11;ETFB;TOMM7;NDUFAF2;RPS10;MIF;RNF182;ZFAS1;NDUFB4;PTN;C4orf48;TNRC6B;NDUFA13;FAM13A;BHLHE22;GPR22;CUX1;YPEL3;HES6;RBMX;MIAT;PRSS12;CADM2;NTM;TRIM24;NRIP1;SPIRE1;UBE2S;ARL4C;FOS;FAM107B;PNISR;SAT1;EZR;PAK7;SON;SRSF9;CTTNBP2;EIF1B;SLA;COL9A2;SEZ6L2;RBBP4;APP;FXR1;SHOC2;GPC2;PNN;TDG;KLHL35;MUM1;DDX24;RTF1;SMARCD3;ZNF608;DDX18;DACT1;TAF1D;SRRM1;NOVA1;RHOB;TLE4;PRRC2C;NREP;RERE
neuron_msp_late	neuron_pfc_mid	170	0.325	RPS29;ATP5I;ATP5E;NDUFB1;RPS27;CALM2;USMG5;RPL41;AC090498.1;AP2B1;MT-ND3;ATP5J2;RPL38;NDUFA4;GAP43;YWHAE;UQCR11;RPS21;RPL36;BEX5;RPS28;COX7A2;C14orf2;UQCRQ;SLIRP;RPL39;DYNC1I2;PEG10;UBL5;COX6C;POLR2L;TMA7;MYEOV2;BEX2;COX7C;TCEB2;PET100;SLN;RPL36A;ATPIF1;UQCR10;NDUFA3;MEF2C;TMEM258;NDUFA1;ATOX1;OST4;NDUFC1;CELF4;PRPF4B;COX17;FABP3;LLNLR-245B6.1;RPL17;ZBTB18;FABP7;CAPZA2;BCL11A;PPDPF;NNAT;ENC1;BASP1;HIST1H4C;RPL37A;MEIS2;RPL37;GPM6A;POU3F2;PALMD;DPYSL2;NFIA;MAP2;H1FX;MT-ND4L;CCNI;PKIA;AC004158.3;SCG2;PBX1;TMSB10;HNRNPD;CACNA2D1;CPE;ANK3;KTN1;SRM;GNAL;TTC3;SRRM2;RTN4;POU3F3;CHL1;PCDH17;AMER2;MYEF2;NETO2;KCNJ6;FZD3;KDM1A;UQCRB;ELAVL4;SET;NLRP1;SYT1;CBX3;KHDRBS1;LIMCH1;PAK2;YWHAZ;CLMP;ATP8A2;BAZ1B;ARL8A;PTPRZ1;LMO3;KIF5C;PRKAR2B;ZEB2;HSPA1A;MEG3;SH3GLB1;SCD5;VSTM2L;SPOCK1;WHSC1L1;CCSER2;PREPL;PTPRA;INA;FYN;RABEP1;HNRNPAB;SH3BP5;KIF1B;MZT2B;BTG1;COX20;LINC01102;RPL34;RPL21;RPS15;RPL23A;SOX11;HNRNPH1;TOMM7;RPS10;SEC61G;MIF;COX6B1;C4orf48;NDUFA11;NDUFA13;LSM7;BHLHE22;PPP1R14B;FMNL2;HES6;RBMX;NTM;TRIM24;MARCKS;RASL10A;SRSF9;EIF1B;SEZ6L2;RHOBTB3;APP;NOVA1;RERE;ODC1
neuron_msp_late	neuron_temporal_late	139	0.2658	RPS29;ATP5I;ATP5E;NDUFB1;USMG5;AP2B1;MT-ND3;RPL38;MORF4L1;C14orf2;UQCRQ;SLIRP;RPL39;DYNC1I2;PEG10;UBL5;COX6C;BEX2;BEX1;COX7C;ATPIF1;SEC62;NDUFA3;MEF2C;TMEM258;NDUFA1;CELF4;TCEAL4;NNAT;ENC1;VCAN;BASP1;MALAT1;HIST1H4C;RPL37A;RPL37;GPM6A;SOX4;DPYSL2;MAP2;CEP170;MT-ND4L;PKIA;AC004158.3;TMSB10;HNRNPD;MT-ND1;MT-ND2;SFPQ;CPE;FNBP1L;ANK3;MAPT;AKAP9;KTN1;SRRM2;NCL;RTN4;CHL1;PCDH17;RBFOX2;PAFAH1B1;KIF2A;CBX1;UQCRB;NCAM1;SET;NLRP1;HP1BP3;SYT1;SHTN1;TMOD2;G3BP2;ELAVL3;BPTF;SCG3;ERC1;DNM1L;YWHAZ;APC;KIDINS220;KIFAP3;LUC7L3;BCL7A;ZRANB2;PTPRZ1;HSP90B1;LMO3;KIF5C;PRKAR2B;AAK1;NUCKS1;OSBPL8;MEG3;CCDC112;LINC00657;EIF3J;ARGLU1;RBM25;DEK;SOBP;FAM172A;KCNQ1OT1;ATRX;MYCBP2;WHSC1L1;PREPL;PTPRA;INA;NRXN1;STXBP1;CLCN3;GNAO1;CBX5;KIF1B;SYP;PTPRD;SEC61G;MIF;PTN;C4orf48;TNRC6B;BHLHE22;TCF4;CAMK2N1;MARCKS;SON;ANKRD11;SRGAP3;DCX;JPH4;PCM1;SHOC2;DDX24;SYT11;RTF1;DDX18;PRRC2C;NREP
neuron_msp_late	neuron_temporal_mid	132	0.2524	RPS29;ATP5I;NDUFB1;RPS27;AC090498.1;MT-ND3;ATP5J2;RPL38;NDUFA4;YWHAE;RPS21;RPL36;MORF4L1;RPS28;SLIRP;RPL39;PEG10;UBL5;COX6C;BEX2;COX7C;TCEB2;PET100;RPL36A;UQCR10;SEC62;NDUFA3;MEF2C;TMEM258;NDUFA1;CELF4;ROMO1;TCEAL4;EIF5B;RPL17;RPS13;FABP7;ID2;NEFL;TMEM161B-AS1;TSTD1;NEFM;RPL3;EIF3E;VCAN;HIST1H4C;RPL37A;RPL37;SOX4;PALMD;MAP2;MT-ND4L;EEF1A1;RPLP2;AC004158.3;MT-ND2;RPL35A;NFIB;GNAL;SOX5;NCL;SYNE2;UQCRB;SYT1;RBM39;ERC1;LUC7L3;BCL7A;ZRANB2;LMO3;MEG3;CEBPZ;RPS26;KIAA1107;NSA2;KAT6B;NRXN1;PLXNA4;B3GALT2;RPL34;RPL21;RPLP1;RPS15;RPL32;RPS15A;RPL31;RPS17;RPS24;RPL24;RPL35;RPS23;RPL30;FAU;RPS25;RPL23;RPS12;RPL28;RPL27;RPS8;RPS27A;RPL12;DOK5;SOX11;ETFB;RPS11;UBA52;HNRNPH1;TOMM7;COMMD6;SEC61G;MIF;ZFAS1;NDUFB4;LSM7;CNN3;FAM13A;GPR22;PLXNA2;NTM;FOS;EZR;SON;FRMD4A;SHOC2;TDG;DDX24;TTC28;ZNF608;DDX18;ZNF704;TLE4;NREP
neuron_msp_late	neuron_msp_early	118	0.2256	ATP5I;CALM2;USMG5;AC090498.1;AP2B1;GAP43;UQCR11;BEX5;SLIRP;TMA7;PET100;SLN;MEF2C;LLNLR-245B6.1;CAPZA2;BCL11A;TSTD1;NEFM;TBCB;PPDPF;NNAT;ENC1;BASP1;MEIS2;NFIX;GPM6A;POU3F2;HSP90AA1;NFIA;H1FX;CCNI;MT-ND1;MT-ND2;SEMA3C;CCND2;ANK3;AKAP9;KTN1;SRM;NFIB;TTC3;RTN4;POU3F3;PCDH17;AFF3;CBX1;SET;HP1BP3;SYT1;RBFOX1;CBX3;LIMCH1;PAK2;CLMP;KIFAP3;BCL7A;PTPRZ1;LMO3;AAK1;ZEB2;HSPA1A;MEG3;CCDC112;ARGLU1;SEPT11;SCD5;VSTM2L;EPHA5;DDX46;NUDT3;TRA2B;MEX3A;MLLT3;BTG1;YTHDC1;BAZ2B;SOX11;HNRNPH1;COMMD6;SEC61G;MIF;PTPRS;COX6B1;C4orf48;TNRC6B;NDUFA13;LSM7;PPP3CA;BHLHE22;PLXNA2;HES6;TCF4;NTM;CAMK2N1;UBE2S;MARCKS;ARL4C;FOS;PNISR;SAT1;EZR;SETBP1;CTTNBP2;SLA;COL9A2;AFF4;PCBP2;DCX;APP;GPC2;KLHL35;TTC28;RTF1;ZNF608;ZNF704;NOVA1;RHOB;FOXG1
neuron_msp_late	neuron_v1_mid	117	0.2237	RPS27;RPL41;AC090498.1;MT-ND3;UQCR11;RPS21;RPL36;RPS28;RPL39;MYEOV2;MEF2C;TMEM258;RPL17;RPS13;ZBTB18;FABP7;ID2;NME2;NEFL;BCL11A;MT-ATP8;TMEM161B-AS1;TSTD1;NBEAL1;NEFM;RPL7;RPL3;PPDPF;MALAT1;HIST1H4C;RPL37;NFIX;SOX4;EEF1A1;CCNI;RPL35A;CCND2;NEUROD2;SYNE2;CHL1;AFF3;PRKDC;UQCRB;HP1BP3;KHDRBS1;LIMCH1;PAK2;ITSN1;LUC7L3;BCL7A;EIF4B;PHF14;OSBPL8;HSPA1A;CCDC112;ARGLU1;DEK;SOBP;SEPT11;RPS26;SSTR2;EPHA5;KLHL23;CHD3;FRMD4B;BTG1;PTPRD;YTHDC1;RPL34;RPS15;RPS14;RPS15A;RPS17;RPS24;RPS23;RPL30;FAU;RPL23;RPS12;RPL27;RPS8;RPS20;DOK5;ETFB;RPS11;TOMM7;RPS10;MIF;RNF182;PTN;NDUFC2;LSM7;BHLHE22;PTMA;CUX1;PLXNA2;HES6;PRSS12;TCF4;NTM;ARL4C;PNISR;SAT1;EZR;RASL10A;PAK7;POLR2J3;SON;LINC01122;JPH4;SNRPF;FXR1;KLHL35;DACT1;PPP2R2B;FOXG1;NREP
neuron_msp_late	neuron_v1_early	84	0.1606	RPL41;AC090498.1;RPL38;RPS21;RPL36;RPS28;RPL39;TCEB2;RPL36A;UQCR10;NDUFB2;ROMO1;RPL17;ZBTB18;ID2;BCL11A;TMEM161B-AS1;TSTD1;NBEAL1;NEFM;RPL7;RPL3;NNAT;EIF3E;PIN1;HIST1H4C;RPL37A;RPL37;NFIX;PALMD;NFIA;EEF1A1;MT-ND1;RPL35A;NEUROD2;NFIB;SOX5;AFF3;NCAM1;SET;PTPRZ1;HSPA1A;SOBP;SEPT11;SSTR2;CELF1;CHD3;RPL26;RPS18;RPS15;RPS14;RPL32;RPS15A;RPL31;RPS17;RPL24;RPL35;RPS23;RPL30;RPL23;RPS12;RPL28;RPL27;RPS8;RPS20;RPL12;DOK5;SOX11;RPS16;HNRNPH1;RPS10;ZFAS1;PTPRS;PTN;NDUFA13;PPP3CA;TCF4;NTM;ARL4C;EZR;PAK7;PPP2R2B;TLE4;FOXG1
neuron_msp_late	neuron_v1_late	65	0.1243	RPS29;RPS27;RPL41;AC090498.1;MT-ND3;RPL38;RPS21;RPL36;RPS28;RPL39;COX7C;RPL36A;MEF2C;RPL17;RPS13;ZBTB18;FABP7;NME2;BCL11A;TSTD1;NEFM;HIST1H4C;RPL37A;RPL37;NFIX;RPLP2;RPL35A;HSPA1A;RPS26;PTPRD;RPL34;RPL26;RPLP1;RPS15;RPL23A;RPS15A;RPL31;RPS17;RPL27A;RPL35;RPS23;RPL30;FAU;RPL23;RPS12;RPL28;RPL27;RPS8;RPS20;DOK5;SOX11;ETFB;RPS11;RPS16;UBA52;TOMM7;RPS10;ZFAS1;PTN;BHLHE22;PTMA;TCF4;PAK7;SON;NREP
neuron_msp_late	neuron_pfc_early	58	0.1109	ATP5I;AC090498.1;MT-ND3;ATP5J2;NDUFA4;RPS28;COX7A2;UQCRQ;RPL39;UBL5;POLR2L;TMA7;SLN;UQCR10;NDUFA3;NDUFB2;OST4;NDUFC1;COX17;THOC7;RPS13;ACTB;NNAT;HMGN2;ENC1;EEF1D;HIST1H4C;MEIS2;NFIA;H1FX;MT-ND4L;SRM;LMO3;RPS26;VSTM2L;HNRNPAB;MZT2B;RPL30;FAU;RPS27A;RPL12;SEC61G;MIF;COX6B1;NDUFB4;PTN;NDUFC2;C4orf48;NDUFA11;LSM7;SNRPE;COX8A;SNRPD2;PTMA;UBE2S;FOS;EIF1B;SNRPF
neuron_msp_late	neuron_pfc_late	50	0.0956	CALM2;GAP43;BEX5;SLN;FABP3;TBCB;PPDPF;NNAT;EXOC6;FKBP1A;PIN1;AURKAIP1;MEIS2;HSP90AA1;PALMD;NFIA;CEP170;EEF1A1;MT-ND1;MT-ND2;MAPT;SRM;GNAL;PCDH17;KCNJ6;PAFAH1B1;CBX1;ELAVL4;NCAM1;HP1BP3;BDP1;LIMCH1;ELAVL3;ATP8A2;LMO3;PHF14;GABPB1-AS1;MEG3;ZNF91;ARGLU1;VSTM2L;KCNQ1OT1;INA;KMT2E;NRXN1;MEX3A;FRMD4B;MIF;RTF1;PRRC2C
neuron_msp_late	neuron_temporal_early	48	0.0918	RPS29;ATP5E;USMG5;RPL38;GAP43;RPS21;RPL36;BEX5;ATPIF1;MEF2C;FABP7;NEFM;TBCB;RPL37A;DPYSL2;PKIA;AC004158.3;CACNA2D1;MAPT;CHL1;KIF2A;NCAM1;KIDINS220;LUC7L3;ZRANB2;LMO3;PRKAR2B;MEG3;SOBP;SCD5;KCNQ1OT1;MYCBP2;INA;PLXNA4;KIF1B;GNPTAB;RPL26;RPS18;RPLP1;RPL35;RPL27;DOK5;GPR22;CTXN1;SEZ6L2;DACT1;TLE4;DAB1
neuron_msp_late	neuron_msp_late_unique	32	0.0612	CFDP1;SARS;TAOK1;CTCF;SPEN;PPP4R2;CNIH2;CAMSAP2;RAD50;TCAF1;SF3B1;EPM2AIP1;PPP1R9A;UBE2K;CHD4;HNRNPA3;KMT5B;EPC1;SNRNP27;SCAPER;RUFY2;MPHOSPH10;SEC63;EPRS;RALBP1;SMARCC1;UBTF;CDH11;MARK3;FAM133B;TRIM44;ATP6V0A1
