	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
UBASH3B	1.3099050317373e-05	0.272879061421917	0.571	0.036	0.361193213451243	motor	UBASH3B
TMEM136	1.3099050317373e-05	0.258877783433909	0.571	0.036	0.361193213451243	motor	TMEM136
PCOLCE2	1.4864858583692e-05	0.498822850668409	0.714	0.071	0.409883610586723	motor	PCOLCE2
IFIT1	1.59239497414202e-05	0.518498323810946	0.571	0.036	0.439086990169921	motor	IFIT1
FAM13C	1.59239497414202e-05	0.348649427617125	0.571	0.036	0.439086990169921	motor	FAM13C
SMARCA5	1.59239497414202e-05	0.330516097459924	0.571	0.036	0.439086990169921	motor	SMARCA5
NEIL2	1.59239497414202e-05	0.300775308711887	0.571	0.036	0.439086990169921	motor	NEIL2
ZFR	1.59239497414202e-05	0.288969899281947	0.571	0.036	0.439086990169921	motor	ZFR
ZFYVE16	1.59239497414202e-05	0.261315427300629	0.571	0.036	0.439086990169921	motor	ZFYVE16
INTS12	1.59239497414202e-05	0.252101612447827	0.571	0.036	0.439086990169921	motor	INTS12
UBE2J2	1.74896452328613e-05	0.535959142735431	0.714	0.071	0.482259477650918	motor	UBE2J2
FAM171A2	1.74896452328613e-05	0.408601027983027	0.714	0.071	0.482259477650918	motor	FAM171A2
CHCHD3	2.05524555204141e-05	0.597822836207183	0.714	0.071	0.566713408519898	motor	CHCHD3
PWWP2B	2.47692187538035e-05	0.777148979206895	0.429	0.018	0.682986437917379	motor	PWWP2B
COASY	2.47692187538035e-05	0.633284436539752	0.429	0.018	0.682986437917379	motor	COASY
LDLR	2.47692187538035e-05	0.618601189871552	0.429	0.018	0.682986437917379	motor	LDLR
CDK5R2	2.47692187538035e-05	0.488172193671847	0.429	0.018	0.682986437917379	motor	CDK5R2
NPTXR	2.47692187538035e-05	0.366332732259504	0.429	0.018	0.682986437917379	motor	NPTXR
BAG3	2.47692187538035e-05	0.361634091402888	0.429	0.018	0.682986437917379	motor	BAG3
PSD2	2.47692187538035e-05	0.283363834006627	0.429	0.018	0.682986437917379	motor	PSD2
C20orf27	2.6027235418404e-05	0.927636087743138	0.857	0.125	0.717674989427071	motor	C20orf27
MMD	2.6027235418404e-05	0.721993086856084	0.857	0.125	0.717674989427071	motor	MMD
MIPOL1	3.11146149371218e-05	0.665820773017772	0.429	0.018	0.857954392276198	motor	MIPOL1
HDAC10	3.11146149371218e-05	0.376399200170971	0.429	0.018	0.857954392276198	motor	HDAC10
PPT2	3.11146149371218e-05	0.33778799166188	0.429	0.018	0.857954392276198	motor	PPT2
CDKN1A	3.11146149371218e-05	0.321479962537714	0.429	0.018	0.857954392276198	motor	CDKN1A
ZFYVE21	3.11146149371218e-05	0.291730701733279	0.429	0.018	0.857954392276198	motor	ZFYVE21
RNF115	3.11146149371218e-05	0.291573950885861	0.429	0.018	0.857954392276198	motor	RNF115
VPS16	3.3104726389508e-05	0.265747365168991	0.714	0.071	0.912829725464293	motor	VPS16
SIKE1	3.5908960132576e-05	0.636398616456999	1	0.161	0.990153666695652	motor	SIKE1
KLF2	3.89856583675191e-05	0.624753151375847	0.429	0.018	1	motor	KLF2
HCG18	3.89856583675191e-05	0.600485599590906	0.429	0.018	1	motor	HCG18
YDJC	3.89856583675191e-05	0.586344703941199	0.429	0.018	1	motor	YDJC
MAP7D2	3.89856583675191e-05	0.579028061265779	0.429	0.018	1	motor	MAP7D2
DHCR24	3.89856583675191e-05	0.569402911689554	0.429	0.018	1	motor	DHCR24
RPS6KB2	3.89856583675191e-05	0.567088542438743	0.429	0.018	1	motor	RPS6KB2
SLC25A53	3.89856583675191e-05	0.566924842259205	0.429	0.018	1	motor	SLC25A53
RPTOR	3.89856583675191e-05	0.558564200740222	0.429	0.018	1	motor	RPTOR
ABCF3	3.89856583675191e-05	0.539841909036099	0.429	0.018	1	motor	ABCF3
SKIV2L2	3.89856583675191e-05	0.535276744887678	0.429	0.018	1	motor	SKIV2L2
PACSIN2	3.89856583675191e-05	0.512826721139638	0.429	0.018	1	motor	PACSIN2
PTPRM	3.89856583675191e-05	0.504835939074011	0.429	0.018	1	motor	PTPRM
PDIA2	3.89856583675191e-05	0.493556546712225	0.429	0.018	1	motor	PDIA2
KPNA1	3.89856583675191e-05	0.485165751194823	0.429	0.018	1	motor	KPNA1
FAM167A	3.89856583675191e-05	0.40373563392548	0.429	0.018	1	motor	FAM167A
GALNS	3.89856583675191e-05	0.314500535809335	0.429	0.018	1	motor	GALNS
UNC13A	3.89856583675191e-05	0.307495092042181	0.429	0.018	1	motor	UNC13A
KANK1	3.89856583675191e-05	0.29547853850498	0.429	0.018	1	motor	KANK1
ZKSCAN5	3.89856583675191e-05	0.261576270850447	0.429	0.018	1	motor	ZKSCAN5
AAMP	3.90669364480691e-05	0.571772892276595	0.857	0.125	1	motor	AAMP
LBH	4.62001453739852e-05	0.617090807297077	0.714	0.089	1	motor	LBH
RNF187	4.65596219921782e-05	0.99637919612219	0.857	0.143	1	motor	RNF187
TOPBP1	4.87230686554398e-05	0.503506477835766	0.429	0.018	1	motor	TOPBP1
FTO	4.87230686554398e-05	0.477311918285917	0.429	0.018	1	motor	FTO
ZNFX1	4.87230686554398e-05	0.471320725378177	0.429	0.018	1	motor	ZNFX1
NBPF1	4.87230686554398e-05	0.441235569632892	0.429	0.018	1	motor	NBPF1
MSI1	4.87230686554398e-05	0.43131392812548	0.429	0.018	1	motor	MSI1
MROH1	4.87230686554398e-05	0.394527009823579	0.429	0.018	1	motor	MROH1
RP11-834C11.4	4.87230686554398e-05	0.30748085023903	0.429	0.018	1	motor	RP11-834C11.4
CAPN12	4.87230686554398e-05	0.302994973165899	0.429	0.018	1	motor	CAPN12
AMDHD2	4.87230686554398e-05	0.301055746937905	0.429	0.018	1	motor	AMDHD2
ZNF324	4.87230686554398e-05	0.29695494485069	0.429	0.018	1	motor	ZNF324
OGFOD2	4.87230686554398e-05	0.290321062818647	0.429	0.018	1	motor	OGFOD2
CMTM6	4.87230686554398e-05	0.277405347409659	0.429	0.018	1	motor	CMTM6
ZMAT1	4.87230686554398e-05	0.271780364601297	0.429	0.018	1	motor	ZMAT1
ZNF140	4.87230686554398e-05	0.271177318788709	0.429	0.018	1	motor	ZNF140
KLF8	4.87230686554398e-05	0.261223759664958	0.429	0.018	1	motor	KLF8
SCARA3	4.87230686554398e-05	0.259122543387131	0.429	0.018	1	motor	SCARA3
MTSS1L	4.87230686554398e-05	0.259067933316718	0.429	0.018	1	motor	MTSS1L
BCKDHB	4.87230686554398e-05	0.258327817515294	0.429	0.018	1	motor	BCKDHB
PLD1	4.87230686554398e-05	0.252270014846685	0.429	0.018	1	motor	PLD1
STXBP1	5.35237506865511e-05	0.837374205109962	0.714	0.089	1	motor	STXBP1
NECAP1	5.35237506865511e-05	0.668420457930681	0.714	0.089	1	motor	NECAP1
PLA2G12A	5.35237506865511e-05	0.581716011644605	0.714	0.089	1	motor	PLA2G12A
KLHL8	6.19384022389001e-05	0.880528867116792	0.714	0.089	1	motor	KLHL8
HOMER1	6.43869627728012e-05	0.647724142142838	0.286	0	1	motor	HOMER1
RP13-766D20.4	6.43869627728012e-05	0.615061442049935	0.286	0	1	motor	RP13-766D20.4
LRRIQ3	6.43869627728012e-05	0.585788474923269	0.286	0	1	motor	LRRIQ3
KCNB1	6.43869627728012e-05	0.585788474923269	0.286	0	1	motor	KCNB1
RP11-355B11.2	6.43869627728012e-05	0.579746853998165	0.286	0	1	motor	RP11-355B11.2
FOXJ3	6.43869627728012e-05	0.578596890142581	0.286	0	1	motor	FOXJ3
ZDHHC16	6.43869627728012e-05	0.577525641996467	0.286	0	1	motor	ZDHHC16
HSPB8	6.43869627728012e-05	0.577525641996467	0.286	0	1	motor	HSPB8
TBC1D20	6.43869627728012e-05	0.561881603081617	0.286	0	1	motor	TBC1D20
IGF2BP3	6.43869627728012e-05	0.550822438787643	0.286	0	1	motor	IGF2BP3
TRAC	6.43869627728012e-05	0.550822438787643	0.286	0	1	motor	TRAC
HEATR5A	6.43869627728012e-05	0.550822438787643	0.286	0	1	motor	HEATR5A
NR1D1	6.43869627728012e-05	0.546167395970615	0.286	0	1	motor	NR1D1
CCDC85C	6.43869627728012e-05	0.417966765202156	0.286	0	1	motor	CCDC85C
WNT7A	6.43869627728012e-05	0.320504141889542	0.286	0	1	motor	WNT7A
LRCH3	6.43869627728012e-05	0.320504141889542	0.286	0	1	motor	LRCH3
MAGI3	6.43869627728012e-05	0.308741062725536	0.286	0	1	motor	MAGI3
NR4A1	6.43869627728012e-05	0.308741062725536	0.286	0	1	motor	NR4A1
RP11-69E11.4	6.43869627728012e-05	0.298813165836289	0.286	0	1	motor	RP11-69E11.4
MYO15B	6.43869627728012e-05	0.298813165836289	0.286	0	1	motor	MYO15B
TOE1	6.43869627728012e-05	0.284402043526484	0.286	0	1	motor	TOE1
ARFGEF3	6.43869627728012e-05	0.284402043526484	0.286	0	1	motor	ARFGEF3
ZNF630	6.43869627728012e-05	0.284402043526484	0.286	0	1	motor	ZNF630
DNAJC25	6.43869627728012e-05	0.284402043526484	0.286	0	1	motor	DNAJC25
LINC01503	6.43869627728012e-05	0.284402043526484	0.286	0	1	motor	LINC01503
CTD-2017F17.2	6.43869627728012e-05	0.284402043526484	0.286	0	1	motor	CTD-2017F17.2
CNBD2	6.43869627728012e-05	0.284402043526484	0.286	0	1	motor	CNBD2
TMTC1	6.43869627728012e-05	0.283073957101115	0.286	0	1	motor	TMTC1
DOCK1	6.43869627728012e-05	0.279956632080297	0.286	0	1	motor	DOCK1
CAPN10-AS1	6.43869627728012e-05	0.278321563863364	0.286	0	1	motor	CAPN10-AS1
BOK-AS1	6.43869627728012e-05	0.278321563863364	0.286	0	1	motor	BOK-AS1
SLC25A27	6.43869627728012e-05	0.278321563863364	0.286	0	1	motor	SLC25A27
USP28	6.43869627728012e-05	0.278321563863364	0.286	0	1	motor	USP28
FAM208B	6.43869627728012e-05	0.278321563863364	0.286	0	1	motor	FAM208B
BORCS5	6.43869627728012e-05	0.278321563863364	0.286	0	1	motor	BORCS5
RP11-532F12.5	6.43869627728012e-05	0.278321563863364	0.286	0	1	motor	RP11-532F12.5
SLC43A2	6.43869627728012e-05	0.278321563863364	0.286	0	1	motor	SLC43A2
ITSN2	6.43869627728012e-05	0.273216604289913	0.286	0	1	motor	ITSN2
BSN	6.43869627728012e-05	0.273216604289913	0.286	0	1	motor	BSN
STK32B	6.43869627728012e-05	0.273216604289913	0.286	0	1	motor	STK32B
PBX2	6.43869627728012e-05	0.273216604289913	0.286	0	1	motor	PBX2
TMEM255A	6.43869627728012e-05	0.273216604289913	0.286	0	1	motor	TMEM255A
RAB30-AS1	6.43869627728012e-05	0.273216604289913	0.286	0	1	motor	RAB30-AS1
SEMA4G	6.43869627728012e-05	0.273216604289913	0.286	0	1	motor	SEMA4G
NRDE2	6.43869627728012e-05	0.273216604289913	0.286	0	1	motor	NRDE2
TSNAXIP1	6.43869627728012e-05	0.273216604289913	0.286	0	1	motor	TSNAXIP1
CYB5D1	6.43869627728012e-05	0.273216604289913	0.286	0	1	motor	CYB5D1
LIG3	6.43869627728012e-05	0.273216604289913	0.286	0	1	motor	LIG3
RP11-414C23.1	6.43869627728012e-05	0.273216604289913	0.286	0	1	motor	RP11-414C23.1
CARD10	6.43869627728012e-05	0.273216604289913	0.286	0	1	motor	CARD10
TROVE2	6.57250430446253e-05	1.06461448170016	1	0.196	1	motor	TROVE2
YEATS4	6.62874042875534e-05	0.523643897446682	0.857	0.125	1	motor	YEATS4
TP73	7.15952204403134e-05	0.741232736091203	0.714	0.089	1	motor	TP73
NEFH	7.15952204403134e-05	0.516130909175163	0.714	0.089	1	motor	NEFH
CDK14	7.24207483655185e-05	0.975085914792952	0.571	0.054	1	motor	CDK14
NTRK2	7.24207483655185e-05	0.71644769605327	0.571	0.054	1	motor	NTRK2
SLC45A1	7.24207483655185e-05	0.592347039188448	0.571	0.054	1	motor	SLC45A1
RBMX2	7.24207483655185e-05	0.556041204329444	0.571	0.054	1	motor	RBMX2
RTN4RL2	7.24207483655185e-05	0.483358548683082	0.571	0.054	1	motor	RTN4RL2
MED24	7.24207483655185e-05	0.468323669997801	0.571	0.054	1	motor	MED24
PUM2	7.24207483655185e-05	0.405777245363336	0.571	0.054	1	motor	PUM2
FAM3C	7.54824902668367e-05	0.51630969669874	0.857	0.125	1	motor	FAM3C
CBLN1	8.26644829609028e-05	0.683771314938423	0.714	0.089	1	motor	CBLN1
POLR3H	8.26644829609028e-05	0.662147536151098	0.714	0.089	1	motor	POLR3H
C19orf25	8.26644829609028e-05	0.438654999230527	0.714	0.089	1	motor	C19orf25
ORAI2	8.26644829609028e-05	0.309851702839014	0.714	0.089	1	motor	ORAI2
SV2A	8.43514933440807e-05	0.766553911280225	1	0.179	1	motor	SV2A
NFIL3	8.5617211526678e-05	0.624624651896595	0.571	0.054	1	motor	NFIL3
DCP1A	8.5617211526678e-05	0.595025431133089	0.571	0.054	1	motor	DCP1A
ATG101	8.5617211526678e-05	0.581658885019802	0.571	0.054	1	motor	ATG101
RXRB	8.5617211526678e-05	0.535854474194182	0.571	0.054	1	motor	RXRB
SNHG19	8.5617211526678e-05	0.511222473901518	0.571	0.054	1	motor	SNHG19
KCTD20	8.5617211526678e-05	0.469765003485112	0.571	0.054	1	motor	KCTD20
AP001372.2	8.5617211526678e-05	0.469408841908667	0.571	0.054	1	motor	AP001372.2
C14orf142	8.5617211526678e-05	0.43689304951013	0.571	0.054	1	motor	C14orf142
RSRP1	8.5617211526678e-05	0.410442133074268	0.571	0.054	1	motor	RSRP1
MAOA	8.5617211526678e-05	0.37183660220395	0.571	0.054	1	motor	MAOA
OSBPL6	8.5617211526678e-05	0.352457903899424	0.571	0.054	1	motor	OSBPL6
EGFR	8.5617211526678e-05	0.321248098406604	0.571	0.054	1	motor	EGFR
B4GALT3	8.5617211526678e-05	0.294873096892773	0.571	0.054	1	motor	B4GALT3
SURF1	8.71043915146314e-05	0.798679501663107	0.857	0.161	1	motor	SURF1
IDS	9.47882734354371e-05	0.981224532131274	0.857	0.179	1	motor	IDS
FAM57B	9.5337792206876e-05	0.545433662941728	0.714	0.089	1	motor	FAM57B
MOSPD1	9.5337792206876e-05	0.440542622024954	0.714	0.089	1	motor	MOSPD1
SLC39A10	9.5337792206876e-05	0.32799932885598	0.714	0.089	1	motor	SLC39A10
UBXN6	0.000101063627351304	0.72204333431232	0.571	0.054	1	motor	UBXN6
ICT1	0.000101063627351304	0.526965043258488	0.571	0.054	1	motor	ICT1
GOLGA7B	0.000101063627351304	0.494165583003117	0.571	0.054	1	motor	GOLGA7B
NMT1	0.000101063627351304	0.472814517047976	0.571	0.054	1	motor	NMT1
SMC2	0.000101063627351304	0.448770871345851	0.571	0.054	1	motor	SMC2
THAP4	0.000101063627351304	0.439689068955735	0.571	0.054	1	motor	THAP4
VPS50	0.000101063627351304	0.426609651195097	0.571	0.054	1	motor	VPS50
SGSM3	0.000101063627351304	0.420018449505395	0.571	0.054	1	motor	SGSM3
ERGIC1	0.000101063627351304	0.403641693361509	0.571	0.054	1	motor	ERGIC1
CNPY3	0.000101063627351304	0.342567905068175	0.571	0.054	1	motor	CNPY3
MIB1	0.000101063627351304	0.282774601521769	0.571	0.054	1	motor	MIB1
ARHGEF9	0.000109830451765652	0.54148095757273	0.714	0.089	1	motor	ARHGEF9
SREK1IP1	0.00011762847000609	0.824221968220983	0.714	0.107	1	motor	SREK1IP1
GRAMD1A	0.000119114584677307	0.430937770964648	0.571	0.054	1	motor	GRAMD1A
SLC17A6	0.000119114584677307	0.37065408292526	0.571	0.054	1	motor	SLC17A6
GOLM1	0.000119114584677307	0.343013698552015	0.571	0.054	1	motor	GOLM1
NELFB	0.000119114584677307	0.338444018352881	0.571	0.054	1	motor	NELFB
SPOCK2	0.000119114584677307	0.325422640892367	0.571	0.054	1	motor	SPOCK2
TUG1	0.000119114584677307	0.29597660228802	0.571	0.054	1	motor	TUG1
PDK2	0.000126384067202281	0.353907567458115	0.714	0.089	1	motor	PDK2
LHX5-AS1	0.000127194026260183	0.701245480848031	0.857	0.143	1	motor	LHX5-AS1
P2RY1	0.000140088432178922	0.328889332428183	0.571	0.054	1	motor	P2RY1
MBOAT7	0.000140175396223513	0.372821467585843	0.571	0.054	1	motor	MBOAT7
GSS	0.000140175396223513	0.33797376621271	0.571	0.054	1	motor	GSS
BAD	0.000140175396223513	0.300142829521565	0.571	0.054	1	motor	BAD
JUP	0.000140175396223513	0.294755367980351	0.571	0.054	1	motor	JUP
CAMK2G	0.000140175396223513	0.274132765891555	0.571	0.054	1	motor	CAMK2G
MRPS18B	0.000143662786517375	0.602064557183909	0.857	0.143	1	motor	MRPS18B
PSD	0.000160992531652769	0.926284688323665	1	0.232	1	motor	PSD
CCM2	0.000162124768188965	0.514553915994381	0.857	0.143	1	motor	CCM2
HERC2	0.000175535251576153	0.649845135400678	0.714	0.107	1	motor	HERC2
C12orf10	0.000182802528226178	0.495035078100369	0.857	0.143	1	motor	C12orf10
NBL1	0.000189927074881717	0.895255759469881	0.857	0.179	1	motor	NBL1
MED4	0.000200177034860396	0.808982265291106	0.714	0.107	1	motor	MED4
UROS	0.000224522327791283	0.892739821109838	0.857	0.161	1	motor	UROS
CYSTM1	0.000228041730738689	0.558997839898646	0.714	0.107	1	motor	CYSTM1
COPS2	0.000228041730738689	0.538227746255374	0.714	0.107	1	motor	COPS2
DALRD3	0.000228041730738689	0.506428267984711	0.714	0.107	1	motor	DALRD3
WASF1	0.000228041730738689	0.460159640273038	0.714	0.107	1	motor	WASF1
DTX3	0.000228041730738689	0.457454024122069	0.714	0.107	1	motor	DTX3
CYCS	0.000246401908143538	1.22397521237258	1	0.589	1	motor	CYCS
PPP1R14C	0.000259516457807409	0.583163829223434	0.714	0.107	1	motor	PPP1R14C
TACC2	0.000259516457807409	0.522814715307782	0.714	0.107	1	motor	TACC2
DMRTA2	0.000259516457807409	0.470675929081413	0.714	0.107	1	motor	DMRTA2
UBE2G1	0.000259516457807409	0.468638972972778	0.714	0.107	1	motor	UBE2G1
SLC25A23	0.000264143852375351	0.487286929428845	0.571	0.071	1	motor	SLC25A23
GNAO1	0.000271509801429874	0.886136461254454	1	0.232	1	motor	GNAO1
CCDC28B	0.000282183819441088	0.63353942143298	0.857	0.161	1	motor	CCDC28B
PSMD2	0.000291800292725277	0.80068791124124	0.714	0.125	1	motor	PSMD2
INSM2	0.000294916972574597	0.582985122985297	0.714	0.107	1	motor	INSM2
PPT1	0.000295030093069306	0.528513312685711	0.714	0.107	1	motor	PPT1
POLDIP2	0.000295030093069306	0.391031298433778	0.714	0.107	1	motor	POLDIP2
ZSWIM7	0.000295030093069306	0.346051821551787	0.714	0.107	1	motor	ZSWIM7
RUVBL2	0.000295030093069306	0.3326477632226	0.714	0.107	1	motor	RUVBL2
SNRPN	0.000297308972891825	0.930369200902529	1	0.536	1	motor	SNRPN
DHRS11	0.00029936171154967	0.692661364796305	0.429	0.036	1	motor	DHRS11
TEX264	0.000305799171891518	0.68789105084236	0.571	0.071	1	motor	TEX264
LYRM7	0.000305799171891518	0.610552706113354	0.571	0.071	1	motor	LYRM7
WAC-AS1	0.000305799171891518	0.555286014282574	0.571	0.071	1	motor	WAC-AS1
ITGAE	0.000305799171891518	0.48944212150106	0.571	0.071	1	motor	ITGAE
C7orf55	0.000315965599020633	0.837036923437899	0.857	0.161	1	motor	C7orf55
IFT52	0.000315965599020633	0.563436831805173	0.857	0.161	1	motor	IFT52
SLC25A1	0.000335057161064639	0.564165793327357	0.714	0.107	1	motor	SLC25A1
GPR153	0.000335057161064639	0.518127976043031	0.714	0.107	1	motor	GPR153
MIDN	0.000335057161064639	0.493398488243313	0.714	0.107	1	motor	MIDN
PAFAH1B2	0.000335057161064639	0.468643220012916	0.714	0.107	1	motor	PAFAH1B2
FARP1	0.000353545401651734	0.590625960686334	0.571	0.071	1	motor	FARP1
DMTN	0.000353545401651734	0.566174089377038	0.571	0.071	1	motor	DMTN
SORBS2	0.000353545401651734	0.479979077969175	0.571	0.071	1	motor	SORBS2
RUNDC3A	0.000353545401651734	0.475208360422817	0.571	0.071	1	motor	RUNDC3A
ACAA1	0.000353545401651734	0.432421670965362	0.571	0.071	1	motor	ACAA1
WAPL	0.000358079057642064	0.905346532951981	0.429	0.036	1	motor	WAPL
CAPN2	0.000358079057642064	0.703186609124284	0.429	0.036	1	motor	CAPN2
HECTD1	0.000358079057642064	0.642644522422062	0.429	0.036	1	motor	HECTD1
LARP4B	0.000358079057642064	0.619358657591655	0.429	0.036	1	motor	LARP4B
TMF1	0.000358079057642064	0.473057228512998	0.429	0.036	1	motor	TMF1
REV1	0.000358079057642064	0.281889113884705	0.429	0.036	1	motor	REV1
BRE	0.000358079057642064	0.259021110989539	0.429	0.036	1	motor	BRE
OPCML	0.000380122010010251	0.421320878768204	0.714	0.107	1	motor	OPCML
MRPL34	0.000380122010010251	0.25365264965852	0.714	0.107	1	motor	MRPL34
FAM213B	0.000380122010010251	0.250685390609941	0.714	0.107	1	motor	FAM213B
TSNAX	0.000408195013702479	0.723651757713194	0.571	0.071	1	motor	TSNAX
OXLD1	0.000408195013702479	0.694886761422311	0.571	0.071	1	motor	OXLD1
CPLX1	0.000408195013702479	0.573809386946046	0.571	0.071	1	motor	CPLX1
CDV3	0.000408195013702479	0.557251981543487	0.571	0.071	1	motor	CDV3
PPP1R1A	0.000408195013702479	0.507176305825642	0.571	0.071	1	motor	PPP1R1A
RTN4R	0.000408195013702479	0.473141522843281	0.571	0.071	1	motor	RTN4R
TBC1D9	0.000408195013702479	0.460238032720505	0.571	0.071	1	motor	TBC1D9
RP11-172H24.4	0.000408195013702479	0.457236256653841	0.571	0.071	1	motor	RP11-172H24.4
THAP11	0.000408195013702479	0.414345124929521	0.571	0.071	1	motor	THAP11
SEC61A1	0.000408195013702479	0.403524091867346	0.571	0.071	1	motor	SEC61A1
WDR61	0.000408195013702479	0.359348878998927	0.571	0.071	1	motor	WDR61
CARS2	0.000408195013702479	0.341754128701477	0.571	0.071	1	motor	CARS2
TPR	0.000408195013702479	0.326072152000424	0.571	0.071	1	motor	TPR
HLA-A	0.000408195013702479	0.313585114377239	0.571	0.071	1	motor	HLA-A
GABBR1	0.000408195013702479	0.304096738926476	0.571	0.071	1	motor	GABBR1
UBE2Q2	0.000427433480714523	0.774082140178953	0.429	0.036	1	motor	UBE2Q2
SNX5	0.000427433480714523	0.772494790926202	0.429	0.036	1	motor	SNX5
PPP1R37	0.000427433480714523	0.570312814234826	0.429	0.036	1	motor	PPP1R37
CORO7	0.000427433480714523	0.555375786674401	0.429	0.036	1	motor	CORO7
RADIL	0.000427433480714523	0.529158496815175	0.429	0.036	1	motor	RADIL
TMEM30A	0.000427433480714523	0.508422797364613	0.429	0.036	1	motor	TMEM30A
DLC1	0.000427433480714523	0.489256930444398	0.429	0.036	1	motor	DLC1
PHF12	0.000427433480714523	0.434348829105045	0.429	0.036	1	motor	PHF12
RNPC3	0.000427433480714523	0.402032575068639	0.429	0.036	1	motor	RNPC3
ST20	0.000427433480714523	0.369124808203696	0.429	0.036	1	motor	ST20
HADH	0.000427433480714523	0.31978764918888	0.429	0.036	1	motor	HADH
NMNAT2	0.000427433480714523	0.305333594172926	0.429	0.036	1	motor	NMNAT2
FAM53C	0.000427433480714523	0.272163823629871	0.429	0.036	1	motor	FAM53C
ANKIB1	0.000427433480714523	0.271540257962542	0.429	0.036	1	motor	ANKIB1
RTN2	0.000468861218062307	0.92068747803886	0.857	0.196	1	motor	RTN2
STRADB	0.000470435623952427	0.510960882456901	0.571	0.071	1	motor	STRADB
SCN3B	0.000470656809937885	0.648910119568074	0.571	0.071	1	motor	SCN3B
XRN2	0.000470656809937885	0.473765602483556	0.571	0.071	1	motor	XRN2
USP8	0.000470656809937885	0.454705699480351	0.571	0.071	1	motor	USP8
GPATCH2L	0.000470656809937885	0.450114733936695	0.571	0.071	1	motor	GPATCH2L
POLK	0.000470656809937885	0.437148080638086	0.571	0.071	1	motor	POLK
ZFAND2A	0.000470656809937885	0.424478517497193	0.571	0.071	1	motor	ZFAND2A
DDX49	0.000470656809937885	0.410779696485062	0.571	0.071	1	motor	DDX49
TXNDC15	0.000470656809937885	0.403126186515001	0.571	0.071	1	motor	TXNDC15
SYMPK	0.000470656809937885	0.402456146000511	0.571	0.071	1	motor	SYMPK
CHMP7	0.000470656809937885	0.317963470066995	0.571	0.071	1	motor	CHMP7
SCRT1	0.000470656809937885	0.315724971534202	0.571	0.071	1	motor	SCRT1
MRPL2	0.000470656809937885	0.257190428517137	0.571	0.071	1	motor	MRPL2
ECSIT	0.000474402109184495	0.624140646969591	0.714	0.125	1	motor	ECSIT
CALM3	0.000487030635350086	0.891763650451115	1	0.625	1	motor	CALM3
DPF1	0.000487738726732388	0.315932236647738	0.714	0.107	1	motor	DPF1
PDHB	0.00049266564262647	0.393352352118387	0.857	0.161	1	motor	PDHB
ABHD17B	0.000509173871418974	0.600753662568741	0.429	0.036	1	motor	ABHD17B
SMAP2	0.000509173871418974	0.536304244917906	0.429	0.036	1	motor	SMAP2
KRT222	0.000509173871418974	0.510642859567239	0.429	0.036	1	motor	KRT222
PGM1	0.000509173871418974	0.483274645702329	0.429	0.036	1	motor	PGM1
OTUD5	0.000509173871418974	0.468983211947661	0.429	0.036	1	motor	OTUD5
PLOD2	0.000509173871418974	0.464212851135575	0.429	0.036	1	motor	PLOD2
ITPK1	0.000509173871418974	0.457115239176586	0.429	0.036	1	motor	ITPK1
CAT	0.000509173871418974	0.438995256286822	0.429	0.036	1	motor	CAT
DMXL2	0.000509173871418974	0.437711044897359	0.429	0.036	1	motor	DMXL2
DZIP3	0.000509173871418974	0.434554080273587	0.429	0.036	1	motor	DZIP3
DDHD2	0.000509173871418974	0.433598377233698	0.429	0.036	1	motor	DDHD2
CREB1	0.000509173871418974	0.419383786253429	0.429	0.036	1	motor	CREB1
TMSB15B	0.000509173871418974	0.397400120299446	0.429	0.036	1	motor	TMSB15B
GMEB1	0.000509173871418974	0.384372066565807	0.429	0.036	1	motor	GMEB1
DPP10	0.000509173871418974	0.363388561576365	0.429	0.036	1	motor	DPP10
SLC27A3	0.000509173871418974	0.298382068110915	0.429	0.036	1	motor	SLC27A3
CPSF3	0.000509173871418974	0.278874658671647	0.429	0.036	1	motor	CPSF3
CNPPD1	0.000509173871418974	0.276152448965644	0.429	0.036	1	motor	CNPPD1
CWC27	0.000509173871418974	0.255133253899226	0.429	0.036	1	motor	CWC27
MED31	0.000534402092313785	0.603092044377844	0.714	0.125	1	motor	MED31
KXD1	0.000534402092313785	0.560675571876984	0.714	0.125	1	motor	KXD1
VPS37D	0.000541945599602234	0.40634667107028	0.571	0.071	1	motor	VPS37D
ZNF195	0.000541945599602234	0.384586187632941	0.571	0.071	1	motor	ZNF195
MOB2	0.000541945599602234	0.349214964568649	0.571	0.071	1	motor	MOB2
RAE1	0.000541945599602234	0.312471657027747	0.571	0.071	1	motor	RAE1
JAKMIP1	0.000541945599602234	0.293249066347863	0.571	0.071	1	motor	JAKMIP1
PCP4	0.000547197499038152	1.0249176597462	1	0.786	1	motor	PCP4
RNF11	0.000548857315718626	0.674730498601051	1	0.232	1	motor	RNF11
MRPL13	0.000601413091870355	0.623483408881575	0.714	0.125	1	motor	MRPL13
GLI4	0.000601413091870355	0.522178295267758	0.714	0.125	1	motor	GLI4
TRAPPC6A	0.000605302789772571	0.426593985442766	0.429	0.036	1	motor	TRAPPC6A
NSF	0.000605302789772571	0.406750943922032	0.429	0.036	1	motor	NSF
CLSTN2	0.000605302789772571	0.37392452228252	0.429	0.036	1	motor	CLSTN2
INSIG2	0.000605302789772571	0.32990050825728	0.429	0.036	1	motor	INSIG2
